,Id,Expected,Rooms,SqrMeters,Floor,Location
2686,2687,550000,2,49.0,8,Poznań Śródka ul. Tomickiego 1
2687,2688,191250,2,33.9,1,Poznań Grunwald ul. Kanałowa Kolejowa Graniczna
2688,2689,300000,3,73.4,1,Poznań Grunwald ul. Hetmańska
2689,2690,279000,2,49.8,1,Poznań Centrum ul. Garbary
2690,2691,590000,3,91.0,6,Poznań Piątkowo ul. Opieńskiego
2691,2692,435000,4,118.2,2,Poznań Jeżyce Centrum ul. Dąbrowskiego
2692,2693,776205,5,141.2,5,Poznań Grunwald ul. Kamiennogórska
2693,2694,325692,2,43.6,1,Poznań ul. Droga Dębińska 19
2694,2695,240000,2,39.0,2,Poznań Dębiec ul. Czeremchowa
2695,2696,549000,3,85.0,3,Poznań Centrum
2696,2697,429000,4,120.0,1,Poznań Smochowice ul. Słupska / Polanowska
2697,2698,320000,2,50.0,4,Poznań Jeżyce ul. Dąbrowskiego 80 Mieszkanie Bez Pcc
2698,2699,278246,2,49.16,1,Poznań Nowe Miasto ul. Smolna 13 D
2699,2700,267898,2,46.51,1,Poznań Nowe Miasto ul. Smolna 13 D
2700,2701,298000,3,64.0,1,Poznań Grunwald ul. Raszkowska
2701,2702,280000,3,64.8,5,Poznań Rataje ul. Orła Białego Dopłata Mdm
2702,2703,797500,4,106.34,1,Poznań Winogrady ul. Winogrady
2703,2704,344088,2,47.2,2,Poznań Jeżyce Jeżyce
2704,2705,445000,5,157.3,1,Poznań Grunwald
2705,2706,1300000,3,100.0,1,Poznań Łazarz ul. Wyspiańskiego City Park
2706,2707,296068,2,49.48,3,Poznań Poznań-Stare Miasto
2707,2708,243000,2,46.2,2,Poznań Dębiec ul. Ok. Łozowej
2708,2709,399000,2,52.6,4,Poznań Wilda ul. Saperska
2709,2710,219675,2,37.17,3,Poznań Nowe Miasto ul. Smolna 13 D
2710,2711,320000,2,49.0,4,Poznań Winogrady
2711,2712,385825,3,63.25,7,Poznań Piątkowo ul. Kurpińskiego
2712,2713,264000,2,42.0,2,Poznań Grunwald ul. Przepiórcza Spokojne Osiedle
2713,2714,245000,2,43.0,2,Poznań Wilda
2714,2715,279000,2,45.5,3,Poznań Stare Miasto Piątkowo ul. Os. Zygmunta Starego
2715,2716,310000,3,65.0,4,Poznań Winogrady ul. Os. Zwycięstwa / Wichrowe Wzgórze / Przyj
2716,2717,299000,1,42.0,3,Poznań Jeżyce ul. Kościelna
2717,2718,345000,2,48.0,9,Poznań Stare Miasto ul. Os. Przyjaźni
2718,2719,239900,4,94.9,1,Poznań Jeżyce ul. Sianowska Czaplinecka Człuchowska
2719,2720,360000,3,55.0,1,Poznań Nowe Miasto Centrum ul. Bóżnicza
2720,2721,249636,2,53.3,2,Poznań Baranowo Baranowo ul. Szamotulska
2721,2722,270208,2,42.22,7,Poznań Piątkowo ul. Kurpińskiego
2722,2723,206584,1,33.32,4,Poznań Winogrady ul. Hawelańska
2723,2724,508579,2,31.79,4,Poznań Stare Miasto ul. Dominikańska
2724,2725,247312,2,42.64,1,Poznań Wilda ul. Rolna 37 I 39
2725,2726,325000,2,47.0,1,Poznań Wilda ul. Przemysłowa
2726,2727,370702,2,62.57,6,Poznań Piątkowo ul. Kurpińskiego
2727,2728,320000,2,47.0,1,Poznań Naramowice
2728,2729,355000,3,45.0,1,Poznań Łazarz ul. Grottgera 15/12
2729,2730,262000,2,48.0,7,Poznań Grunwald Górczyn
2730,2731,768200,4,167.4,3,Poznań Jeżyce ul. Mickiewicza
2731,2732,245000,2,42.0,1,Poznań Wilda ul. 28 Czerwca 1956 R
2732,2733,200000,2,40.0,3,Poznań Wilda ul. Wierzbięcice
2733,2734,167999,1,37.0,1,Poznań Wilda ul. Dezyderego Adama Chłapowskiego
2734,2735,295000,3,48.0,4,Poznań Nowe Miasto ul. Armii Krajowej
2735,2736,318000,3,69.5,11,Poznań Piątkowo ul. Os. Bolesława Chrobrego
2736,2737,315000,3,60.0,4,Poznań Rataje ul. Stare Żegrze
2737,2738,269000,2,54.0,4,Poznań Luboń Dębiec ul. Wschodnia
2738,2739,380000,3,67.0,1,Poznań Łazarz
2739,2740,265000,3,47.3,2,Poznań Stare Miasto ul. Os. Kosmonautów Niski Blok
2740,2741,288446,3,48.35,1,Poznań Winogrady
2741,2742,345000,3,74.71,1,Poznań Piątkowo Umultowo ul. Drewsa
2742,2743,184800,2,44.0,1,Poznań Dębiec Wilda Klonowa Niski Blok Okazja! ul. Klonowa
2743,2744,265000,2,52.17,2,Poznań Nowe Miasto ul. Główna
2744,2745,262690,2,48.2,2,Poznań Rataje ul. Bnińska
2745,2746,335000,3,64.3,6,Poznań Stare Miasto Piątkowo ul. Osiedle Jana Iii Sobieskiego
2746,2747,329000,2,50.0,1,Poznań Rataje Malta Chartowo Starołęka Śródk ul. Piastowskie
2747,2748,896000,5,127.64,1,Poznań Stare Miasto Winogrady
2748,2749,218599,2,47.05,2,Poznań Grunwald
2749,2750,199000,3,68.75,1,Poznań Naramowice ul. Naramowicka
2750,2751,199836,1,85.4,1,Poznań Centrum ul. Długa
2751,2752,297000,3,51.0,1,Poznań Grunwald ul. Jesienna 23
2752,2753,639000,3,78.0,5,Poznań Jeżyce ul. Poznańska
2753,2754,154000,1,25.0,3,Poznań Grunwald Górczyn Łazarz Centrum Ogrody ul. Arciszewskiego
2754,2755,259000,2,49.0,8,Poznań Piątkowo ul. Piątkowo Os. Bolesława Śmiałego Os. B.
2755,2756,330193,3,54.13,4,Poznań Piątkowo ul. Kurpińskiego
2756,2757,270000,2,66.8,3,Poznań Jeżyce
2757,2758,281356,2,45.38,5,Poznań Winogrady ul. Hawelańska
2758,2759,480000,4,96.0,1,Poznań Plewiska ul. Zachodnia
2759,2760,349000,3,62.0,1,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki
2760,2761,125000,1,17.92,1,Poznań Łazarz ul. Strusia
2761,2762,722000,4,91.0,4,Poznań Winogrady ul. Naramowicka Serbska
2762,2763,324000,3,68.0,5,Poznań Wilda ul. Hetmańska
2763,2764,606952,3,51.2,1,Poznań Grunwald ul. Heweliusza 3
2764,2765,371070,2,53.01,5,Poznań Jeżyce ul. Poznańska 1-3
2765,2766,359000,3,55.0,4,Poznań Piątkowo Winogrady ul. Mateckiego
2766,2767,278000,3,59.4,2,Poznań Rataje ul. Falista
2767,2768,448185,4,81.37,2,Poznań Grunwald
2768,2769,243000,3,64.0,3,Poznań Głuszyna Starołęka Rataje ul. Głuszyna
2769,2770,338800,3,60.5,1,Poznań Poznań-Grunwald ul. Jana Matejki
2770,2771,238000,2,38.0,1,Poznań Rataje ul. Os.Piastowskie
2771,2772,295000,2,50.0,4,Poznań Wilda ul. Dolina
2772,2773,215000,2,39.0,2,Poznań Dębiec Wilda ul. Czeremchowa Miejsce Garażowe!
2773,2774,240000,2,47.0,13,Poznań Stare Miasto Winogrady ul. Os. Zwycięstwa
2774,2775,428850,2,57.18,1,Poznań Naramowice ul. Karpia
2775,2776,320000,3,64.0,2,Poznań Stare Miasto ul. Os. B Śmialego
2776,2777,550000,4,79.0,1,Poznań Rataje ul. Szczytnicka
2777,2778,200000,1,35.48,4,Poznań Łazarz
2778,2779,414000,2,55.0,2,Poznań Grunwald ul. Grunwaldzka
2779,2780,250000,2,40.0,5,Poznań
2780,2781,495000,4,130.0,1,Poznań Strzeszyn
2781,2782,240000,3,63.0,10,Poznań Dębiec
2782,2783,259904,2,41.92,1,Poznań Piątkowo ul. Kurpińskiego
2783,2784,333000,4,64.0,1,Poznań Rataje ul. Bliźniąt
2784,2785,325000,2,46.62,3,Poznań Stare Miasto Winogrady
2785,2786,210000,2,51.0,2,Poznań Grunwald Łazarz ul. Chociszewskiego Hetmańska Kasprzaka
2786,2787,180000,1,27.0,8,Poznań Winogrady Naramowice Piątkowo Sołacz Jeży ul. Kosmonautów
2787,2788,449000,4,124.0,2,Poznań Wilda ul. Traugutta
2788,2789,298000,3,64.3,1,PoznaÅ Grunwald ul. Raszkowska
2789,2790,193551,2,48.4,2,Poznań ul. Półwiejska
2790,2791,312000,2,53.0,2,Poznań Strzeszyn ul. Literacka
2791,2792,279000,2,48.02,2,Poznań Grunwald ul. Chociszewskiego
2792,2793,178000,1,31.0,2,Poznań Piątkowo Podolany Suchy Las ul. Os. Poziomkowe
2793,2794,309204,2,49.08,2,Poznań Poznań-Grunwald ul. Bosa
2794,2795,731500,4,77.0,5,Poznań Grunwald ul. Bukowska 76 Bezpośrednio
2795,2796,513500,4,90.0,1,Poznań Poznań-Grunwald ul. Jana Matejki
2796,2797,229000,2,38.1,1,Poznań Winogrady Stare Miasto ul. Winogrady Slowianska Os. Przyjazni
2797,2798,419000,3,91.0,2,Poznań ul. Fabryczna
2798,2799,416424,3,68.62,4,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm
2799,2800,219793,2,37.19,3,Poznań Nowe Miasto ul. Smolna 13 D
2800,2801,246000,2,43.0,1,Poznań Jeżyce Sołacz
2801,2802,213158,2,35.73,3,Poznań Winogrady ul. Hawelańska
2802,2803,173000,2,32.0,1,Poznań Grunwald Górczyn Łazarz Centrum Ogrody ul. Keplera - Polecam!!!
2803,2804,443967,4,77.58,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm
2804,2805,424958,3,72.0,1,Poznań Grunwald ul. Kamiennogórska
2805,2806,364000,2,65.0,2,Poznań Poznań-Grunwald ul. Jana Matejki
2806,2807,375000,3,91.0,2,Poznań Jeżyce ul. Polna
2807,2808,209758,2,43.3,1,Poznań Baranowo Baranowo ul. Szmotulska
2808,2809,296421,2,51.14,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm
2809,2810,619000,4,82.0,4,Poznań Rataje
2810,2811,179000,1,30.89,1,Poznań ul. Dolina
2811,2812,240000,2,44.0,3,Poznań Grunwald ul. Marcelińska (2 Pok W Cenie Kawalerki)
2812,2813,214000,2,38.0,1,Poznań Winogrady ul. Os. Przyjaźni
2813,2814,570000,3,76.0,1,Poznań Łazarz ul. Artura Grottgera 15/14
2814,2815,339000,2,40.0,1,Poznań Stare Miasto ul. Szewska 3/1
2815,2816,367221,3,57.83,2,Poznań Jeżyce ul. Botaniczna
2816,2817,420000,3,64.0,2,Poznań Zawady
2817,2818,245000,3,48.0,3,Poznań Grunwald ul. Bułgarska
2818,2819,320000,2,49.3,4,Poznań Stare Miasto Winogrady ul. Wilczak
2819,2820,277550,2,45.5,3,Poznań Winogrady ul. Hawelańska
2820,2821,327000,3,60.9,1,Poznań Naramowice ul. Błażeja
2821,2822,270000,2,50.0,1,Poznań Piątkowo ul. Os. Jana Sobieskiego
2822,2823,195000,1,31.0,5,Poznań Piątkowo Winogrady Sołacz Naramowice Cent ul. Batorego - Polecam!!!
2823,2824,211043,1,36.0,3,Poznań Stare Miasto Centrum Garbary ul. Garbary Szyperska Piaskowa
2824,2825,200000,1,31.0,10,Poznań Rataje Chartowo Starołęka Malta ul. Czecha
2825,2826,210000,2,38.0,2,Poznań Winogrady ul. Os.Przyjażni
2826,2827,645000,3,79.3,1,Poznań Stare Miasto ul. Szyperska
2827,2828,359000,3,62.2,1,Poznań Podolany ul. Omańkowskiej
2828,2829,169000,1,27.0,8,Poznań Winogrady Piątkowo ul. Os. Kosmonautów
2829,2830,446000,2,60.0,2,Poznań Łazarz ul. Grottgera 15/15
2830,2831,251697,2,52.46,1,Poznań ul. Grudzińskiego 7 Swarzędz
2831,2832,364695,3,59.3,3,Poznań Winogrady ul. Hawelańska
2832,2833,279000,1,41.33,1,Poznań Winogrady ul. Żniwna
2833,2834,320000,3,53.0,1,Poznań Winogrady ul. Os. Zwycięstwa
2834,2835,321845,3,54.55,1,Poznań Grunwald ul. Barwicka
2835,2836,326761,3,54.01,1,Poznań Winogrady ul. Hawelańska
2836,2837,449000,4,128.9,2,Poznań Centrum ul. Zeylanda
2837,2838,325000,2,64.9,4,Poznań Stare Miasto Winogrady ul. Osiedle Zwycięstwa
2838,2839,270000,2,52.6,1,Poznań ul. Głogowska
2839,2840,339000,2,40.0,1,Poznań Stare Miasto ul. Szewska
2840,2841,241820,2,45.2,2,Poznań Rataje ul. Bnińska
2841,2842,375000,2,47.4,1,Poznań Malta Nowe Miasto Polanka Katowicka ul. Nowe Miasto Malta Katowicka
2842,2843,305000,3,67.0,1,Poznań Grunwald Łazarz ul. Józefa Chociszewskiego
2843,2844,230063,2,38.28,5,Poznań Nowe Miasto ul. Smolna 13 D
2844,2845,245000,2,38.0,3,Poznań Łazarz Grunwald Centrum ul. Jarochowskiego Ul.
2845,2846,290222,2,46.81,1,Poznań Łazarz ul. Kasprzaka 13
2846,2847,369000,4,93.0,5,Poznań Grunwald
2847,2848,260000,2,49.0,8,Poznań Stare Miasto ul. Os. Bolesława Śmiałego
2848,2849,550000,3,73.0,1,Poznań Naramowice ul. Karpia
2849,2850,306306,2,48.62,3,Poznań Piątkowo ul. Kurpińskiego
2850,2851,1100000,3,85.0,1,Poznań ul. Droga Dębińska
2851,2852,325000,3,77.0,1,Poznań Rataje ul. Os. Jagiellońskie
2852,2853,278964,2,44.28,7,Poznań Winogrady ul. Hawelańska
2853,2854,319000,3,72.0,1,Poznań Grunwald ul. Ul. Kminkowa
2854,2855,240000,2,38.0,3,Poznań Rataje ul. Os.Piastowskie
2855,2856,280000,1,173.71,1,Poznań Grunwald Łazarz ul. Bolesława Limanowskiego
2856,2857,321000,3,57.02,5,Poznań Winogrady ul. Hawelańska
2857,2858,349000,4,72.0,1,Poznań Stare Miasto Piątkowo ul. Os. Bolesława Chrobrego
2858,2859,314900,2,61.46,4,Poznań Wilda ul. Dolina
2859,2860,389000,3,76.9,10,Poznań Centrum ul. Okolice Półwiejskiej
2860,2861,377515,2,63.72,2,Poznań Piątkowo ul. Kurpińskiego
2861,2862,165000,1,29.0,1,Poznań Łazarz
2862,2863,184000,1,29.0,6,Poznań Sołacz Winary Winogrady Bonin ul. Wojska Polskiego
2863,2864,389000,3,70.0,3,Poznań Naramowice ul. Rubież
2864,2865,309000,3,64.0,1,Poznań Grunwald ul. Raszkowska
2865,2866,419000,4,80.0,1,Poznań Piątkowo ul. Batorego
2866,2867,198550,1,36.1,1,Poznań Grunwald ul. Głogowska
2867,2868,145000,1,26.1,1,Poznań Wilda ul. Niedziałkowskiego
2868,2869,249000,2,46.7,14,Poznań Stare Miasto ul. Wichrowe Wzgórze
2869,2870,303083,3,51.37,2,Poznań Wilda ul. Rolna 37 I 39
2870,2871,241879,2,39.98,2,Poznań Winogrady ul. Hawelańska
2871,2872,259000,2,50.0,2,Poznań Piątkowo Winogrady Stare Miasto Naramowic ul. Batorego
2872,2873,235000,2,46.0,1,Poznań Dębiec ul. Azaliowa
2873,2874,350000,4,80.0,10,Poznań Rataje
2874,2875,209000,2,38.0,12,Poznań Stare Miasto
2875,2876,229000,2,55.0,6,Poznań Grunwald Łazarz ul. Głogowska Hetmańska
2876,2877,258000,3,53.0,1,Poznań Grunwald Kopernika Junikowo Łazarz Centru ul. Galileusza
2877,2878,254500,3,47.6,4,Poznań Winogrady ul. Os. Przyjaźni
2878,2879,245000,2,39.6,3,Poznań Łazarz
2879,2880,339000,2,40.0,1,Poznań Stare Miasto Centrum ul. Ul. Szewska
2880,2881,308611,3,51.73,7,Poznań Winogrady ul. Hawelańska
2881,2882,232501,2,46.97,1,Poznań ul. Wiejska 8
2882,2883,255000,2,50.0,3,Poznań Jeżyce ul. Os. Lotnictwa Polskiego
2883,2884,250914,2,44.02,1,Poznań Wilda ul. Rolna 37 I 39
2884,2885,430000,2,57.0,5,Poznań ul. Katowicka
2885,2886,256906,2,53.3,1,Poznań Baranowo Baranowo ul. Szamotulska
2886,2887,305000,2,53.68,1,Poznań Stare Miasto Naramowice
2887,2888,334979,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107
2888,2889,388620,3,61.2,1,Poznań Jeżyce ul. Botaniczna
2889,2890,350000,4,74.0,4,Poznań Piątkowo ul. Os. Chrobrego
2890,2891,319000,4,62.9,7,Poznań Nowe Miasto Rataje ul. Osiedle Rusa
2891,2892,258000,2,52.0,3,Poznań Centrum Stare Miasto ul. Ratajaczka Św. Marcin
2892,2893,255000,2,55.0,3,Poznań Jeżyce ul. Kassyusza
2893,2894,339000,3,65.0,4,Poznań Piątkowo Stare Miasto ul. Os. Stefana Batorego
2894,2895,245000,3,48.3,3,Poznań Grunwald Jeżyce ul. Ul. Bułgarska
2895,2896,270000,2,40.0,3,Poznań Grunwald Centrum Jeżyce ul. Szamarzewskiego
2896,2897,190278,1,32.75,1,Poznań Nowe Miasto ul. Smolna 13 D
2897,2898,250000,2,49.0,5,Poznań Rataje Centrum Zawady ul. Orła Białego Os.
2898,2899,160000,1,48.4,3,Poznań Grunwald ul. Stablewskiego
2899,2900,690000,5,134.0,2,Poznań Poznań-Stare Miasto ul. Mieszkanie Lub Biuro - Aleje Marcinkowski
2900,2901,199000,1,35.0,7,Poznań Winogrady Piątkowo Morasko ul. Idealne Dla Studenta Blisko Uczelni
2901,2902,470996,4,79.8,1,Poznań Grunwald ul. Kamiennogórska
2902,2903,324000,3,68.0,6,Poznań Łazarz
2903,2904,277326,2,44.02,3,Poznań Piątkowo ul. Kurpińskiego
2904,2905,219999,3,47.18,1,Plewiska Rosnowo Skórzewo Poznań Rosnowo
2905,2906,940000,3,94.1,2,Poznań Grunwald Grunwald Południe
2906,2907,475000,5,110.0,1,Poznań Strzeszyn ul. Owidiusza
2907,2908,385825,3,63.25,6,Poznań Piątkowo ul. Kurpińskiego
2908,2909,210000,3,48.0,2,Poznań Grunwald ul. Bułgarska
2909,2910,360000,2,45.31,2,Poznań Grunwald ul. Grottgera
2910,2911,365000,3,76.0,1,Poznań Jeżyce Grunwald Łazarz ul. Niecała
2911,2912,223491,2,36.34,3,Poznań Winogrady ul. Hawelańska
2912,2913,219000,2,51.0,1,Poznań Tulce Tulce ul. Przylesie
2913,2914,225000,2,38.0,1,Poznań Grunwald Centrum ul. Nietuzinkowe Kamienica Zrewitalizowana
2914,2915,302424,1,31.21,2,Poznań Stare Miasto ul. Dominikańska
2915,2916,339000,2,43.0,1,Poznań Centrum ul. Dominikańska / Szewska Okolice
2916,2917,229000,2,64.5,1,Poznań Wilda Rynek Wildecki
2917,2918,325000,3,89.0,1,Poznań Wilda ul. Chwiałkowskiego
2918,2919,210000,3,47.1,6,Poznań Dębiec
2919,2920,248000,1,38.0,4,Poznań Centrum Wilda ul. Dolna Wilda
2920,2921,342891,2,54.74,7,Poznań Winogrady ul. Hawelańska
2921,2922,290000,3,65.0,4,Poznań Poznań-Grunwald ul. Pogorzelska
2922,2923,160000,1,28.9,1,Poznań Grunwald ul. Łukaszewicza
2923,2924,160000,1,27.0,5,Poznań Stare Miasto
2924,2925,230000,2,47.9,3,Poznań Wilda Dębiec ul. Łozowa
2925,2926,289000,3,53.0,1,Poznań Rataje Malta Stare Żegrze Chartowo ul. Jagiellońskie
2926,2927,257108,1,32.3,2,Poznań Stare Miasto ul. Dominikańska
2927,2928,540000,2,56.0,1,Poznań Centrum ul. Kazimierza Wielkiego
2928,2929,324668,3,54.8,2,Poznań Jeżyce ul. Polna 28
2929,2930,210000,2,38.0,5,Poznań Poznań-Grunwald ul. Grunwaldzka
2930,2931,303779,3,50.92,2,Poznań Winogrady ul. Hawelańska
2931,2932,249785,1,37.06,2,Poznań Stare Miasto Stare Miasto
2932,2933,206000,2,35.3,3,Poznań Grunwald Łazarz ul. Kanałowa
2933,2934,269000,4,65.0,3,Poznań ul. Wichrowe Wzgórze
2934,2935,320000,4,75.0,1,Plewiska Poznań Grunwald Junikowo ul. Mieszkanie Dla Młodych
2935,2936,275000,2,56.0,3,Poznań Grunwald ul. Rycerska
2936,2937,245000,3,65.0,16,Poznań Winogrady ul. Os. Zwycięstwa
2937,2938,279000,3,64.0,7,Poznań Rataje ul. Orła Białego
2938,2939,255000,3,48.0,4,Poznań Winogrady Piątkowo Sołacz Centrum Naramow ul. Kosmonautów - Dobra Cena!!!
2939,2940,755000,4,143.9,2,Poznań Łazarz ul. Wyspiańskiego
2940,2941,225250,2,42.5,1,Poznań Rataje ul. Bnińska
2941,2942,340000,3,52.0,1,Poznań
2942,2943,290000,3,53.55,3,Poznań Winogrady ul. Os. Powstańców Warszawy
2943,2944,338921,4,56.02,4,Poznań Winogrady ul. Hawelańska
2944,2945,580000,3,94.0,2,Poznań Grunwald
2945,2946,237000,2,37.3,1,Poznań Grunwald ul. Bułgarska
2946,2947,170000,1,31.0,2,Poznań Sołacz Winogrady Jeżyce ul. Sokoła
2947,2948,249000,2,42.0,3,Poznań Rataje Centrum Wilda ul. Oświecenia
2948,2949,240000,2,49.0,1,Poznań Piątkowo ul. Bolesława Chrobrego
2949,2950,244647,2,39.78,3,Poznań Winogrady ul. Hawelańska
2950,2951,290000,3,46.0,8,Poznań Jeżyce ul. Engestroma
2951,2952,255000,2,47.0,3,Poznań Jeżyce ul. Turkusowa
2952,2953,275000,2,56.0,3,Poznań Grunwald ul. Rycerska
2953,2954,751868,3,98.93,1,Poznań ul. Droga Dębińska 19
2954,2955,175000,1,27.0,1,Poznań Winogrady ul. Kosmonautów
2955,2956,329000,3,65.0,14,Poznań Rataje ul. Os. Orła Białego
2956,2957,204000,2,39.26,1,Poznań Wilda Dębiec ul. Jaworowa
2957,2958,308611,3,51.73,5,Poznań Winogrady ul. Hawelańska
2958,2959,299000,3,63.0,5,Poznań Grunwald
2959,2960,295000,2,61.0,3,Poznań
2960,2961,293000,1,42.0,1,Poznań Winogrady ul. Żniwna - Atrakcyjna Lokalizacja!
2961,2962,459000,3,79.0,1,Poznań Podolany ul. Omańkowskiej Nowość!!
2962,2963,525000,3,72.0,5,Poznań Rataje
2963,2964,280000,2,43.7,1,Poznań Grunwald
2964,2965,348572,3,59.08,3,Poznań Wilda ul. Rolna 37 I 39
2965,2966,185000,2,64.5,4,Poznań Grunwald Łazarz ul. Lodowa
2966,2967,699000,5,136.0,1,Poznań Stare Miasto Centrum ul. Rocha
2967,2968,320000,3,63.0,3,Poznań Piątkowo ul. Osiedle Bolesława Chrobrego
2968,2969,539000,3,84.5,6,Poznań Winiary ul. Piątkowska
2969,2970,225000,2,38.0,3,Poznań Grunwald ul. Bułgarska
2970,2971,432888,3,63.66,3,Poznań Nowe Miasto ul. Mogileńska
2971,2972,384395,3,64.13,2,Poznań Winogrady ul. Hawelańska
2972,2973,218000,2,42.0,11,Poznań Grunwald ul. Galileusza
2973,2974,289000,3,54.0,1,Poznań Rataje Centru Śródka ul. Jagiellonskie Oś.
2974,2975,299000,3,59.0,4,Poznań Rataje ul. Lecha
2975,2976,258000,2,55.0,1,Poznań Grunwald Ogrody Centrum ul. Marcelińska Ul.
2976,2977,236235,1,34.25,3,Poznań Jeżyce ul. Poznańska 1-3
2977,2978,213158,2,35.73,4,Poznań Winogrady ul. Hawelańska
2978,2979,222077,2,36.11,6,Poznań Winogrady ul. Hawelańska
2979,2980,225000,2,42.0,10,Poznań Grunwald Górczyn Kopernika Newtona ul. Newtona
2980,2981,330000,3,60.0,1,Poznań Grunwald ul. Żmigrodzka
2981,2982,279000,3,47.0,3,Poznań Rataje Śródka Malta Chartowo Starołęk ul. Bohaterów Ii Wojny Światowej
2982,2983,417000,3,55.0,5,Poznań Nowe Miasto Malta ul. Katowicka
2983,2984,539000,4,83.0,1,Poznań Suchy Las Podolany Piątkowo Strzeszyn ul. Wysoki Standard!!!
2984,2985,319985,3,52.03,4,Poznań Winogrady ul. Hawelańska
2985,2986,209000,1,32.0,1,Poznań Nowe Miasto ul. Folwarczna
2986,2987,176000,1,29.0,1,Poznań Naramowice ul. Naramowicka- Parter
2987,2988,180000,1,30.0,5,Poznań Grunwald ul. Sczanieckiej Morawskiego Głogowska
2988,2989,240498,1,38.79,6,Poznań Piątkowo ul. Kurpińskiego
2989,2990,380000,4,79.9,3,Poznań Grunwald Łazarz ul. Głogowska
2990,2991,270000,3,48.0,2,Poznań Winogrady ul. Os.Kosmonautów
2991,2992,315000,3,64.0,1,Poznań Wilda ul. Madaliskiego
2992,2993,210000,3,54.0,1,Poznań Głuszyna ul. Głuszyna
2993,2994,390000,2,52.0,1,Poznań Nowe Miasto ul. Nowoczesne 2 Pokoje Garaż Ochrona
2994,2995,650000,3,86.0,8,Poznań Rataje ul. Pelikan
2995,2996,401695,3,68.46,2,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm
2996,2997,280000,3,63.0,1,Poznań Wilda
2997,2998,270973,2,44.47,3,Poznań ul. Błażeja
2998,2999,615000,2,50.0,1,Poznań ul. Kutrzeby
2999,3000,871000,5,128.0,1,Poznań Winogrady ul. Piątkowska
3000,3001,289000,4,68.4,3,Poznań Grunwald Raszyn Ogrody Górczyn Junikowo ul. Promienista
3001,3002,234000,2,49.0,3,Poznań Rataje ul. Os. Tysiąclecia
3002,3003,220000,2,48.0,1,Poznań Grunwald ul. Bukowska
3003,3004,374730,3,63.25,2,Poznań Piątkowo ul. Kurpińskiego
3004,3005,202615,2,33.49,1,Poznań Winogrady ul. Hawelańska
3005,3006,175000,1,26.5,6,Poznań Stare Miasto Winogrady ul. Os. Kosmonautów
3006,3007,210000,2,38.1,1,Poznań Winogrady ul. Os. Przyjaźni
3007,3008,184000,2,44.0,1,Poznań Dębiec ul. Klonowa
3008,3009,309000,3,62.0,4,Poznań Rataje Centrum ul. Stare Żegrze Os.
3009,3010,212000,2,36.6,1,Poznań Poznań-Stare Miasto ul. Owsiana
3010,3011,290000,2,49.0,1,Poznań Śródka ul. Gdańska
3011,3012,278000,3,60.0,2,Poznań Rataje ul. Falista
3012,3013,308000,3,60.0,1,Poznań Rataje Śródka Wilda Łazarz Centrum Zawady ul. Polan - Z Ogródkiem!!!
3013,3014,325000,3,75.0,3,Poznań Grunwald ul. Przybyszewskiego
3014,3015,319000,3,53.0,4,Poznań Grunwald Jeżyce Łazarz Wilda Sołacz ul. Kopernika Os.
3015,3016,275000,2,50.0,14,Poznań Rataje ul. Os. Powstań Narodowych
3016,3017,273024,2,42.66,6,Poznań Piątkowo ul. Kurpińskiego
3017,3018,297000,2,51.0,1,Poznań Wilda Centrum Dębiec Rtaje ul. Dolina
3018,3019,225000,2,37.0,4,Poznań ul. Sołacz Jeżyce Ul. Nad Potokiem
3019,3020,439000,2,74.0,3,Poznań Piątkowo ul. Os. Batorego
3020,3021,369000,2,50.0,2,Poznań Naramowice ul. Błażeja
3021,3022,305440,3,66.4,2,Poznań Swarzędz Zalasewo ul. Zalasewo Program Mieszkanie Dla Młodych
3022,3023,427086,3,71.9,3,Poznań Grunwald ul. Kamiennogórska
3023,3024,160000,1,29.0,1,Poznań Łazarz ul. Łukaszewicza
3024,3025,467651,4,81.7,1,Poznań Grunwald ul. Kamiennogórska
3025,3026,338000,2,50.0,5,Poznań Piątkowo
3026,3027,339000,2,49.0,1,Poznań Jeżyce ul. Grodziska
3027,3028,206582,1,33.32,2,Poznań Winogrady ul. Hawelańska
3028,3029,250000,2,35.9,4,Poznań Górczyn ul. Krauthofera
3029,3030,218466,2,36.11,1,Poznań Winogrady ul. Hawelańska
3030,3031,199000,1,32.0,2,Poznań Nowe Miasto ul. Pobiedziska
3031,3032,250000,1,33.0,4,Poznań Jeżyce ul. Meissnera
3032,3033,205000,2,57.0,1,Poznań Jeżyce ul. Wawrzyniaka
3033,3034,240498,1,38.79,4,Poznań Piątkowo ul. Kurpińskiego
3034,3035,326648,3,58.33,1,Poznań ul. Karpia 25
3035,3036,214900,2,37.0,3,Poznań Łazarz ul. Kanałowa
3036,3037,330000,3,65.0,2,Poznań Piątkowo Winogrady Sołacz Naramowice ul. Batorego
