OwnerAge,Gender,Breed,DogAge
40,W,Appenzeller Sennenhund,10
60,W,Sennenhund,10
40,M,Yorkshire Terrier,9
50,M,Chihuahua,9
40,W,Malteser,14
70,M,Berner Sennenhund,2
30,M,Jack Russel Terrier,10
50,W,Papillon,9
50,M,Beagle,12
40,W,Golden Retriever,9
50,M,Chow Chow,11
30,W,Mops,11
70,W,Chihuahua,9
60,W,Chihuahua,3
50,W,Cavalier King Charles Spaniel,3
30,W,Französische Bulldogge,4
40,W,Irish Terrier,13
50,M,Cocker Spaniel,9
20,W,Zwergpinscher,12
40,W,Beagle,8
60,W,Chihuahua,9
40,W,Zwergpinscher,10
30,W,Yorkshire Terrier,10
30,W,Yorkshire Terrier,10
40,W,Bearded Collie,9
50,M,Pekingese,8
30,W,Schäfer,2
30,M,Border Collie,9
50,W,Jack Russel Terrier,15
50,W,Continental Bulldog,8
60,M,Chihuahua,10
60,W,English Setter,11
60,W,Labrador Retriever,9
50,W,Malteser,5
70,M,Cairn Terrier,8
30,M,Chihuahua,9
30,M,Chihuahua,0
30,M,Shar Pei,11
60,W,Pinscher,10
70,W,Pudel,8
60,W,Dachshund,9
60,W,Dachshund,4
60,W,Labrador Retriever,9
30,W,Labrador Retriever,2
50,W,Chihuahua,10
50,W,Chihuahua,6
50,W,Shih Tzu,5
50,W,Shih Tzu,4
50,W,Shih Tzu,3
50,W,Shih Tzu,2
50,W,Bolonka Zwetna,8
50,W,Löwchen,11
60,M,Portugiesischer Wasserhund,8
50,W,Australian Terrier,8
60,W,Pudel,8
60,W,Pudel,7
40,M,English Cocker Spaniel,0
60,M,Französische Bulldogge,8
50,W,Galgo Espanol,11
60,W,Golden Retriever,8
40,W,Jack Russel Terrier,8
60,W,Tibet Terrier,8
50,W,Chihuahua,8
50,W,Chihuahua,7
50,W,Dachshund,4
70,W,Beagle,0
40,W,Pinscher,8
50,M,Labrador Retriever,8
30,W,Labrador Retriever,10
40,W,Mops,8
40,W,Mops,3
50,W,Golden Retriever,8
40,W,Jack Russel Terrier,10
50,W,Havaneser,8
60,M,Shiba Inu,8
30,M,Labrador Retriever,2
30,M,Labrador Retriever,1
30,W,Parson Russell Terrier,8
30,W,Havaneser,8
30,M,Berner Sennenhund,9
60,M,Jack Russel Terrier,6
40,W,Berner Sennenhund,1
40,W,Border Terrier,9
40,W,Pinscher,4
50,W,Labrador Retriever,8
40,M,Berner Sennenhund,4
40,W,Berner Sennenhund,0
40,W,Podenco,4
70,W,Terrier,5
60,W,Dachshund,11
60,M,Australian Shepherd,8
50,W,Entlebucher Sennenhund,9
30,M,Mops,8
30,W,Parson Russell Terrier,9
30,M,Französische Bulldogge,9
30,W,Havaneser,8
40,W,Yorkshire Terrier,8
40,W,Yorkshire Terrier,8
40,W,Zwergspitz,14
40,M,Chihuahua,11
40,M,Chihuahua,6
70,W,Cairn Terrier,12
40,W,Malteser,2
40,W,Yorkshire Terrier,7
40,W,Englische Bulldogge,5
50,M,Coton de Tulear,10
60,W,Terrier,11
40,W,Continental Bulldog,9
70,M,Prager Rattler,15
60,W,Chihuahua,9
20,W,Chihuahua,9
20,W,Chihuahua,7
20,W,Chihuahua,4
30,W,Basset Hound,2
30,W,Hirtenhund,8
70,M,Bardino,11
60,W,Chihuahua,8
60,W,Chihuahua,4
30,W,Labrador Retriever,8
30,W,Chihuahua,9
30,W,Chihuahua,6
30,W,Continental Bulldog,1
40,W,Parson Russell Terrier,10
50,M,Berger de Picardie,9
60,M,Flat Coated Retriever,10
50,M,Dachshund,14
30,W,Pinscher,10
50,W,Schäfer,10
70,W,Zwergschnauzer,9
30,W,Chihuahua,9
40,W,Chihuahua,4
30,M,Jack Russel Terrier,9
30,M,Zwergpinscher,6
50,W,Pekingese,12
60,M,Jack Russel Terrier,9
30,M,American Staffordshire Terrier,12
30,W,West Highland White Terrier,11
30,M,Yorkshire Terrier,10
50,M,Chihuahua,9
50,M,Cairn Terrier,8
40,M,Chihuahua,7
40,M,Yorkshire Terrier,9
60,W,West Highland White Terrier,12
50,W,Pekingese,11
30,W,Chihuahua,9
30,W,Chihuahua,7
30,W,Zwergspitz,3
40,W,Chihuahua,9
50,W,Yorkshire Terrier,10
30,M,Malinois,7
30,W,Whippet,15
30,W,Whippet,1
30,W,Whippet,1
40,M,Jack Russel Terrier,11
50,M,Foxterrier,9
40,W,Border Collie,9
40,W,Chihuahua,10
40,W,Chihuahua,6
60,M,Malteser,10
50,M,Boxer,8
50,M,Mops,12
60,W,Collie,4
60,M,Afghanischer Windhund,8
30,W,Rehpinscher,11
60,W,Toypudel,9
30,W,Malteser,6
30,W,Zwergpudel,8
20,W,Mops,9
40,M,Gordon Setter,8
60,M,Pyrenäenberghund,0
20,W,Schäfer,8
30,M,Berner Sennenhund,14
30,W,Mops,9
30,W,Chihuahua,9
30,M,Appenzeller Sennenhund,10
30,M,Französische Bulldogge,10
60,W,Mops,10
30,W,Appenzeller Sennenhund,4
60,M,Cocker Spaniel,12
60,W,Labrador,6
60,W,Mops,9
30,M,Zwergpinscher,12
60,W,Chihuahua,13
60,W,Terrier,8
50,M,Chihuahua,8
60,W,West Highland White Terrier,15
70,W,Yorkshire Terrier,8
40,W,Toller,4
30,W,Podenco,8
40,M,Parson Jack Russell Terrier,13
40,M,Pekingese,8
50,M,Weisser Schäferhund (Berger Blanc Suisse),5
50,M,West Highland White Terrier,14
30,M,Jack Russel Terrier,9
60,W,Zwergpinscher,10
50,W,Gordon Setter,8
20,W,Bichon frisé,13
30,M,Rottweiler,0
50,W,West Highland White Terrier,14
50,W,West Highland White Terrier,13
50,M,Deutscher Schäfer,13
40,W,Golden Retriever,3
50,W,Yorkshire Terrier,3
50,W,Yorkshire Terrier,1
40,W,Norwich Terrier,14
50,W,Chihuahua,9
30,W,Norwich Terrier,10
50,M,Bernhardiner,10
30,M,Beagle,11
30,M,Französische Bulldogge,1
40,M,Französische Bulldogge,8
60,W,Bologneser,10
30,W,Zwergspitz,10
50,W,Jack Russel Terrier,14
30,W,Dachshund,9
70,W,Mops,6
20,W,Französische Bulldogge,5
30,W,Chihuahua,12
50,M,Schäfer,7
30,M,Sennenhund,5
40,W,Golden Retriever,0
70,W,Mudi,8
30,W,Berner Sennenhund,10
30,W,Jack Russel Terrier,2
70,M,Schäfer,8
50,M,Bolonka Zwetna,10
50,W,Bolonka Zwetna,10
50,W,Cocker Spaniel,9
50,W,Rhodesian Ridgeback,7
50,W,Yorkshire Terrier,8
50,W,Jack Russel Terrier,8
50,W,Foxterrier,7
30,W,Yorkshire Terrier,9
50,W,Dalmatiner,10
50,W,English Cocker Spaniel,8
30,W,Pekingese,10
60,W,Yorkshire Terrier,8
30,W,Pudel,8
30,W,Labrador Retriever,8
30,M,Chihuahua,9
30,M,Labrador Retriever,1
50,W,Englische Bulldogge,8
50,M,Jack Russel Terrier,10
40,W,Chihuahua,8
40,W,Cavalier King Charles Spaniel,7
30,W,Rehpinscher,8
60,W,Pudel,8
40,W,Border Collie,8
30,M,American Cocker Spaniel,8
40,W,Border Collie,13
60,W,Pekingese,8
80,W,Chihuahua,10
40,W,Pudel,8
50,M,Podengo Portugues,2
70,M,Tibetan Spaniel,8
50,M,Schäfer,8
30,W,Boxer,8
60,W,Pekingese,14
40,W,Chihuahua,12
70,W,West Highland White Terrier,12
50,W,Volpino Italiano,8
50,W,Border Collie,7
50,W,Deutscher Jagdterrier,14
50,W,Zwergschnauzer,7
50,W,Zwergschnauzer,1
60,W,Labrador,8
60,W,Labrador Retriever,7
30,M,Jack Russel Terrier,8
40,W,Mops,9
40,W,Pinscher,3
70,M,Labrador Retriever,7
50,W,Französische Bulldogge,8
20,W,Chihuahua,8
40,W,Hovawart,7
30,W,Sennenhund,7
60,M,Labrador Retriever,8
50,W,Jack Russel Terrier,14
30,M,Australian Shepherd,14
60,W,Dachshund,8
60,W,Pekingese,10
30,W,Bergamasker,10
50,W,Golden Retriever,8
50,W,Rhodesian Ridgeback,8
60,M,Malteser,8
60,W,Pudel,10
60,W,West Highland White Terrier,10
60,W,Münsterländer,5
30,W,Cocker Spaniel,12
40,M,Dachshund,10
50,W,Beagle,7
60,W,Border Collie,7
30,W,Rhodesian Ridgeback,7
40,W,Welsh Terrier,7
20,W,Berner Sennenhund,8
20,W,Dogo Canario,5
50,W,Chihuahua,10
30,W,Chihuahua,8
60,W,Griffon bruxellois,0
70,M,Podenco Ibicenco,10
60,M,Chihuahua,8
60,M,Pinscher,7
30,W,Podenco,7
30,W,Pekingese,7
50,W,Mops,7
50,W,Pudel,8
50,W,Bolonka Zwetna,8
30,M,Jack Russel Terrier,0
30,M,Rottweiler,5
20,W,Beagle,8
40,M,Berner Sennenhund,0
70,W,Golden Retriever,1
70,W,Flat Coated Retriever,7
30,W,Labrador Retriever,8
70,M,Appenzeller,7
60,M,Zwergspitz,10
70,W,Yorkshire Terrier,8
30,M,Labrador Retriever,7
40,W,Golden Retriever,11
70,W,Golden Retriever,7
70,W,Golden Retriever,6
70,M,Pinscher,8
40,W,Galgo Espanol,8
50,W,Yorkshire Terrier,8
70,W,Pekingese,10
50,M,Labrador Retriever,8
999,M,Mops,7
80,M,Portugiesischer Wasserhund,7
40,W,Deutscher Boxer,7
30,M,Boxer,7
50,W,Pekingese,12
50,W,Berger des Pyrenées,7
50,W,Flat Coated Retriever,8
40,W,Französische Bulldogge,8
30,M,Jack Russel Terrier,8
60,W,Chihuahua,10
60,W,Chihuahua,8
70,W,Dachshund,11
40,M,Malteser,9
40,W,Labrador Retriever,8
60,W,Hovawart,9
40,M,Shar Pei,5
50,M,Lagotto Romagnolo,7
70,W,American Cocker Spaniel,2
30,W,Französische Bulldogge,7
40,M,Zwergdackel,7
40,W,Havaneser,7
30,W,Norfolk Terrier,7
30,W,Niederlaufhund,13
50,W,Bolonka Zwetna,8
50,W,Bolonka Zwetna,4
60,W,Airedale Terrier,7
50,W,Jack Russel Terrier,7
30,M,Jack Russel Terrier,7
40,M,Yorkshire Terrier,7
40,M,Pekingese,6
70,M,Labrador Retriever,7
30,W,Labrador Retriever,0
30,W,Shih Tzu,2
60,W,Coton de Tulear,7
50,W,Bolonka Zwetna,7
50,W,Bolonka Zwetna,7
50,W,Bolonka Zwetna,5
30,W,Chihuahua,7
30,M,Französische Bulldogge,7
50,W,Malteser,7
50,W,Jack Russel Terrier,9
50,W,Jack Russel Terrier,7
50,M,Golden Retriever,10
50,W,Zwergpudel,7
70,M,Jack Russel Terrier,8
80,M,Labrador Retriever,5
50,W,Französische Bulldogge,12
50,W,Terrier,13
40,W,Chihuahua,7
60,W,Barbet,7
50,M,Magyar Viszla,7
60,W,Lagotto Romagnolo,7
60,W,Malteser,8
50,M,Zwergpudel,8
30,W,Parson Jack Russell Terrier,7
70,W,Bolonka Zwetna,11
40,M,Mittelspitz,8
50,W,Sheltie,8
40,W,Hirtenhund,7
70,W,Zwergpudel,4
30,W,Bolonka Zwetna,7
30,W,Flat Coated Retriever,7
50,W,Schäfer,12
60,W,Jack Russel Terrier,11
40,W,West Highland White Terrier,7
50,W,Dachshund,8
50,W,Dachshund,4
50,W,Chihuahua,10
50,W,Chihuahua,7
50,M,Chihuahua,10
50,M,Lagotto Romagnolo,7
70,W,Border Collie,8
70,W,Segugio italiano,4
80,M,Pudel,6
50,W,West Highland White Terrier,7
40,W,Landseer,7
40,W,Landseer,0
40,W,Labrador Retriever,7
50,W,Labrador Retriever,7
30,W,West Highland White Terrier,7
50,W,Australian Shepherd,4
50,W,Schäfer,4
70,M,West Highland White Terrier,7
50,W,Malteser,7
50,W,Yorkshire Terrier,3
70,M,Französische Bulldogge,4
60,W,Airedale Terrier,7
40,W,Cocker Spaniel,6
40,W,English Cocker Spaniel,7
60,W,Papillon,1
40,W,Zwergpudel,10
30,W,Zwergschnauzer,8
60,M,Berner Sennenhund,7
80,W,Chihuahua,7
20,W,Chihuahua,7
40,W,Deutscher Kleinspitz,9
30,W,Malteser,11
70,M,Golden Retriever,9
30,M,Continental Bulldog,7
70,W,Schäfer,7
40,W,Flat Coated Retriever,7
60,M,Appenzeller Sennenhund,14
60,M,Welsh Corgi,11
60,M,Welsh Corgi,2
50,W,Border Terrier,4
50,W,Yorkshire Terrier,7
20,W,Golden Retriever,11
40,W,English Cocker Spaniel,7
40,W,Zwergdackel,5
50,W,Labrador Retriever,7
40,W,Irish Terrier,13
40,M,Cocker Spaniel,13
40,W,Deutscher Pinscher,7
40,W,Bolonka Zwetna,7
30,M,Mops,10
40,W,Cocker Spaniel,7
50,W,Yorkshire Terrier,7
20,W,Jack Russel Terrier,2
70,W,Französische Bulldogge,7
70,W,Lhasa Apso,3
40,W,Malteser,8
50,W,Mops,7
50,W,Bolonka Zwetna,3
50,W,Foxterrier,7
50,W,Chihuahua,9
50,W,Chihuahua,8
40,W,Samojede,7
30,W,Chihuahua,0
50,W,Manchester Terrier,12
40,W,Cocker Spaniel,7
40,W,Labrador Retriever,4
70,W,Pointer,8
50,M,Labrador Retriever,11
50,M,Labrador Retriever,8
70,W,Tibetan Spaniel,7
70,W,Jack Russel Terrier,13
40,M,Shih Tzu,9
60,W,Labrador,1
30,M,Samojede,7
50,W,Yorkshire Terrier,9
30,W,Zwergspitz,12
50,M,Jack Russel Terrier,5
30,W,Chihuahua,7
30,W,Galgo Espanol,9
50,M,Dalmatiner,12
70,W,Pekingese,5
50,M,Chihuahua,10
50,M,Chihuahua,4
40,W,Chihuahua,2
70,M,Beagle,11
50,M,Magyar Viszla,9
30,M,Yorkshire Terrier,11
60,W,Jack Russel Terrier,1
40,W,Zwergschnauzer,7
40,W,Pudel,7
70,M,Foxterrier,7
30,W,Continental Bulldog,7
30,W,Labrador Retriever,10
50,W,Labrador Retriever,7
40,M,Chihuahua,2
40,M,Continental Bulldog,6
30,M,Deutscher Schäfer,12
40,W,Golden Retriever,7
50,W,Cairn Terrier,7
30,M,Mops,7
50,M,Groenendael,6
40,W,Tibet Terrier,15
30,W,Chihuahua,7
60,M,Dachshund,9
70,M,West Highland White Terrier,13
20,W,Yorkshire Terrier,7
60,W,Bolonka Zwetna,3
40,W,Pekingese,7
50,W,Chihuahua,7
50,W,Chihuahua,7
50,W,Chihuahua,6
50,W,Chihuahua,2
70,W,Chihuahua,8
40,W,Jack Russel Terrier,13
40,W,Jack Russel Terrier,9
30,W,Border Collie,7
40,W,Malteser,7
60,W,Shih Tzu,13
50,M,Samojede,12
30,M,Cavalier King Charles Spaniel,3
30,M,Appenzeller Sennenhund,9
30,W,Schäfer,10
30,W,Schäfer,10
40,M,Labrador Retriever,7
30,W,Beagle,8
50,M,Labrador Retriever,7
40,W,Border Collie,3
50,W,Afghanischer Windhund,0
50,W,Dachshund,7
30,M,Labrador Retriever,8
50,W,Toy Pudel,7
40,W,Barbet,1
40,W,Chihuahua,0
40,W,Chihuahua,0
40,W,Chinese Crested,9
40,W,Chinese Crested,8
40,W,Chinese Crested,7
40,W,Chinese Crested,7
40,W,Chinese Crested,1
40,W,Papillon,9
40,W,Papillon,5
40,W,Papillon,4
40,W,Papillon,3
40,W,Papillon,1
40,W,Zwergspitz,2
50,M,Golden Retriever,10
50,M,Miniature Australian Shepherd,9
30,W,Border Collie,7
60,W,Pudel,6
30,M,English Setter,2
50,W,Flat Coated Retriever,1
50,M,Chihuahua,4
30,W,Pekingese,6
40,W,Labrador,7
60,M,Lagotto Romagnolo,6
70,W,Havaneser,3
40,M,Labrador Retriever,12
30,W,Beagle,9
60,W,Langhaardackel,7
50,W,Deutscher Schäfer,2
50,W,Irish Terrier,4
90,W,Sennenhund,12
50,W,Epagneul bleu de Picardie,14
50,M,Foxterrier,6
50,M,Border Collie,7
30,W,Cairn Terrier,7
80,W,Labrador Retriever,10
40,W,Basset Hound,7
40,W,Parson Jack Russell Terrier,7
30,W,Jack Russel Terrier,12
50,W,Labrador Retriever,7
40,M,Chihuahua,7
60,W,Mittelpudel,7
60,W,Lhasa Apso,13
40,M,Shih Tzu,6
40,M,Affenpinscher,10
50,W,Parson Russell Terrier,7
70,W,West Highland White Terrier,6
60,M,Yorkshire Terrier,7
40,M,Lagotto Romagnolo,6
40,M,Slovensky Cuvac,3
40,W,Parson Russell Terrier,9
30,W,Chihuahua,12
30,W,Chihuahua,9
20,W,Chihuahua,9
30,W,Schäfer,10
70,W,Pudel,2
80,W,Zwergpudel,15
40,W,Malteser,7
50,W,Löwchen,7
40,W,Zwergpinscher,6
50,W,Australian Shepherd,6
30,W,Chihuahua,7
20,W,Chihuahua,6
40,M,Yorkshire Terrier,6
30,W,Boxer,10
40,W,Golden Retriever,6
30,W,Kooikerhondje,6
30,W,Mops,9
70,W,Pudel,7
80,W,Katalanischer Schäferhund (Gos d'Atura Català),13
60,W,Border Collie,6
30,M,Golden Retriever,6
30,M,Labrador Retriever,4
50,W,Irish Setter,6
30,W,Chihuahua,6
40,W,Golden Retriever,6
30,W,Pudel,8
30,W,Golden Retriever,7
70,W,Lagotto Romagnolo,6
30,W,Jack Russel Terrier,6
30,M,Münsterländer,7
30,M,Deutscher Jagdterrier,5
40,M,Yorkshire Terrier,7
30,W,Papillon,13
20,W,Chihuahua,7
50,W,Dachshund,8
70,W,Chihuahua,7
30,M,Französische Bulldogge,6
60,W,Zwergpudel,1
30,W,Mops,6
40,W,Havaneser,7
50,M,Yorkshire Terrier,11
70,W,Bolonka Zwetna,6
50,W,Mops,8
40,M,Bergamasker,13
70,W,Nova Scotia Duck Tolling Retriever,6
40,W,Zwergpinscher,15
30,W,Schäfer,8
60,M,Shih Tzu,6
40,M,Französische Bulldogge,6
60,W,Mops,6
30,W,Jack Russel Terrier,10
40,W,Labrador Retriever,6
30,M,Samojede,6
50,M,Rhodesian Ridgeback,6
30,W,Französische Bulldogge,6
30,W,Golden Retriever,7
50,W,Chihuahua,6
30,W,West Highland White Terrier,8
50,M,Beagle,8
60,M,Yorkshire Terrier,6
30,W,Terrier,7
60,W,Labrador Retriever,6
50,M,Cocker Spaniel,7
60,W,Chihuahua,6
60,W,Chihuahua,7
50,M,Labrador Retriever,6
30,M,Schweizer Sennenhund,5
40,W,Jack Russel Terrier,6
40,W,Zwergpinscher,11
40,W,Rhodesian Ridgeback,6
40,W,Zwergpinscher,3
30,W,Mops,6
70,W,Airedale Terrier,6
30,W,Labrador Retriever,7
30,W,Tibetan Spaniel,12
30,M,Terrier,7
60,W,Malteser,4
40,M,Mittelschnauzer,6
30,W,Shar Pei,6
20,W,Flat Coated Retriever,7
30,W,Zwergspitz,6
70,M,West Highland White Terrier,6
60,W,Malinois,7
20,W,Dogo Argentino,6
20,W,Pudel,2
20,W,Jack Russel Terrier,6
50,M,Labrador Retriever,7
40,W,Whippet,9
40,W,Chihuahua,7
30,W,Labrador Retriever,0
50,W,Labrador Retriever,6
30,M,Pekingese,6
40,W,Chihuahua,6
50,W,Yorkshire Terrier,8
40,W,Boston Terrier,8
50,W,Chihuahua,6
30,W,Border Collie,8
60,W,Welsh Corgi Pembroke,6
30,W,Appenzeller Sennenhund,13
30,W,Schäfer,7
30,W,Labrador Retriever,6
40,W,Labrador Retriever,3
40,W,Labrador Retriever,13
40,M,Beagle,6
60,W,Malteser,6
60,M,Chinese Crested,3
40,W,Yorkshire Terrier,6
50,W,Katalanischer Schäferhund (Gos d'Atura Català),8
50,M,Französische Bulldogge,6
40,W,Jack Russel Terrier,8
30,W,Dachshund,6
40,W,Königspudel,5
40,W,English Cocker Spaniel,6
70,W,Labrador,6
50,M,Labrador Retriever,6
40,W,Chihuahua,8
40,W,Jack Russel Terrier,13
40,W,Sibirischer Husky,2
40,M,Shiba Inu,9
30,W,Tervueren,7
60,W,Berger des Pyrenées,6
50,W,Parson Russell Terrier,6
50,W,Parson Russell Terrier,3
50,W,Parson Russell Terrier,1
50,W,Appenzeller Sennenhund,9
40,M,English Cocker Spaniel,1
50,W,Jagdhund,6
40,W,Scottish Terrier,8
50,W,Appenzeller,7
50,M,Yorkshire Terrier,1
50,M,Yorkshire Terrier,0
60,W,Chihuahua,7
30,M,Mops,6
50,M,Englische Bulldogge,8
30,W,Französische Bulldogge,6
40,M,Shiba Inu,6
50,M,Foxterrier,6
40,W,Collie,6
40,W,Bichon frisé,6
30,W,Pinscher,7
40,W,Grossspitz,6
40,W,Grossspitz,6
70,W,Mops,6
50,M,Pinscher,6
20,W,Zwergspitz,6
50,W,Pinscher,6
60,M,Welsh Terrier,7
60,M,Grosser Schweizer Sennenhund,0
60,M,Labrador Retriever,7
50,W,Yorkshire Terrier,6
70,W,Malteser,6
50,W,Border Collie,7
50,W,Pudel,7
50,M,Yorkshire Terrier,13
50,M,Labrador Retriever,6
60,M,Zwergpudel,6
50,W,Nova Scotia Duck Tolling Retriever,1
30,W,Jack Russel Terrier,8
60,M,Deutscher Schäfer,6
20,W,Zwergspitz,0
40,M,Yorkshire Terrier,9
50,W,Labrador Retriever,6
50,W,Labrador Retriever,3
30,W,Kooikerhondje,6
50,W,Jack Russel Terrier,6
50,W,Malteser,13
30,W,Australian Shepherd,7
20,M,Mops,6
50,W,Collie,9
50,W,Collie,9
70,W,Golden Retriever,9
70,M,Labrador,6
20,W,Boxer,8
50,W,Briard,11
70,W,Bolonka Zwetna,6
30,W,Yorkshire Terrier,0
40,W,Chihuahua,3
50,M,Flat Coated Retriever,6
50,W,Zwergspitz,7
60,W,Shih Tzu,8
60,W,Shih Tzu,5
40,W,Chihuahua,1
40,M,Papillon,6
60,W,Cairn Terrier,6
40,M,Labrador Retriever,1
50,W,Zwergdachshund,8
40,W,Chihuahua,6
30,W,Yorkshire Terrier,8
30,W,Malinois,10
30,W,Mops,7
30,W,Havaneser,6
40,M,Beagle,6
60,W,Französische Bulldogge,6
30,M,Labrador Retriever,11
30,W,Mops,5
40,M,Border,9
50,W,Pinscher,6
70,M,Zwergschnauzer,6
50,M,Berner Sennenhund,10
999,M,Deutscher Schäfer,5
50,W,Bergamasker,6
40,W,Shih Tzu,6
40,W,Labrador,6
50,W,Boxer,6
90,W,Yorkshire Terrier,6
40,W,Deutscher Schäfer,9
40,W,Husky,1
40,W,Husky,1
40,W,Lagotto Romagnolo,6
30,W,Bolonka Zwetna,6
20,W,Bolonka Zwetna,8
70,M,Galgo Espanol,11
30,W,Jack Russel Terrier,7
40,M,Parson Jack Russell Terrier,8
999,W,Labrador Retriever,6
30,M,Border Collie,7
40,M,Mops,6
50,M,Magyar Viszla,7
30,W,Whippet,6
40,M,Labrador Retriever,6
40,M,Labrador Retriever,1
70,M,Yorkshire Terrier,14
30,W,Malteser,6
60,M,Basenji,7
60,W,Labrador Retriever,7
50,M,Mops,6
70,W,Yorkshire Terrier,6
20,W,Chihuahua,8
20,W,Chihuahua,7
20,W,Chihuahua,4
40,M,Golden Retriever,13
40,W,Golden Retriever,12
70,W,Chihuahua,0
50,M,Border Collie,6
60,M,English Cocker Spaniel,5
60,M,Cairn Terrier,9
30,W,Basset Hound,6
60,W,Jack Russel Terrier,6
50,W,Zwergschnauzer,12
40,W,West Highland White Terrier,8
40,W,Deutscher Schäfer,6
30,W,Zwergrauhaardackel,4
30,M,Labrador Retriever,6
30,W,Französische Bulldogge,6
20,W,Chihuahua,7
50,W,Shiba Inu,5
30,W,Cocker Spaniel,8
60,W,Pekingese,7
70,M,Labrador Retriever,11
40,M,Samojede,6
50,W,Beauceron Berge de Beauce,2
40,W,Französische Bulldogge,4
60,W,Labrador Retriever,7
40,W,Entlebucher,12
30,W,Deutscher Schäfer,6
30,M,Weisser Schäferhund (Berger Blanc Suisse),5
50,M,Flat Coated Retriever,6
70,W,Continental Bulldog,8
40,M,Bergamasker,6
30,M,Französische Bulldogge,5
50,M,Französische Bulldogge,6
40,W,Labrador Retriever,4
50,M,Zwergpinscher,7
40,M,Golden Retriever,6
30,M,Deutscher Schäfer,5
50,W,Bolonka Zwetna,3
20,W,Boxer,7
20,W,Boxer,7
50,W,Soft Coated Wheaten Terrier,12
40,W,Chihuahua,5
40,W,Chihuahua,2
50,W,Yorkshire Terrier,11
70,W,Vizsla,6
60,W,Border Collie,7
40,W,Malteser,9
60,W,Beagle,9
40,W,Berner Sennenhund,5
60,M,Labrador Retriever,5
50,W,Mops,5
40,W,Malteser,5
40,W,Havaneser,5
40,W,Lagotto Romagnolo,5
50,W,Französische Bulldogge,6
20,W,Appenzeller,14
60,M,Deutsch Kurzhaar,7
60,W,Border Collie,8
50,W,Lagotto Romagnolo,5
60,W,Shetland Sheepdog,5
30,M,Mittelpudel,2
30,M,Perro de Agua Espanol,5
50,W,Malteser,4
70,W,Shetland Sheepdog,5
40,W,Jack Russel Terrier,5
40,W,Terrier,5
50,W,Bolonka Zwetna,5
60,W,Beagle,5
30,W,Dachshund,5
30,W,Dachshund,1
80,W,West Highland White Terrier,11
60,W,Boston Terrier,5
40,W,Shetland Sheepdog,5
40,W,Yorkshire Terrier,6
50,M,Französische Bulldogge,5
60,W,Collie,6
40,W,Australian Shepherd,5
20,W,Chihuahua,5
60,W,Havaneser,5
60,M,Yorkshire Terrier,8
30,M,Golden Retriever,7
40,W,Dalmatiner,5
50,W,Boxer,9
50,M,Chihuahua,4
50,M,Malteser,4
40,W,Französische Bulldogge,5
20,W,Cavalier King Charles Spaniel,7
50,W,Lagotto Romagnolo,5
80,M,Parson Jack Russell Terrier,5
50,W,Chihuahua,5
30,W,Deutscher Schäfer,9
20,W,Entlebucher Sennenhund,7
70,W,Zwergpudel,5
80,W,Shih Tzu,16
60,W,Podenco,9
30,W,English Cocker Spaniel,11
20,W,Französische Bulldogge,5
50,W,Yorkshire Terrier,9
50,W,Yorkshire Terrier,4
40,W,Irish Wolfhound,0
70,M,Scottish Terrier,5
40,W,Labrador,5
40,W,Chihuahua,0
40,M,Old Englische Bulldogge,5
30,W,Chihuahua,7
40,W,Border Terrier,5
40,M,Chihuahua,5
30,M,Chihuahua,5
30,M,Chihuahua,4
50,W,Parson Russell Terrier,5
30,W,Jack Russel Terrier,5
40,W,Französische Bulldogge,2
50,M,Yorkshire Terrier,5
40,W,Maremmen-Abruzzen-Schäferhund,9
60,W,Cocker Spaniel,5
30,W,Chihuahua,5
60,W,Bolonka Zwetna,9
60,W,Jack Russel Terrier,15
40,W,Lhasa Apso,13
40,W,Lhasa Apso,10
70,W,Yorkshire Terrier,6
60,M,Bolonka Zwetna,5
50,M,Chesapeake Bay Retriever,3
30,W,Deutscher Schäferhund,2
60,W,Continental Bulldog,6
50,W,Eurasier,0
30,W,Französische Bulldogge,5
30,W,Englische Bulldogge,6
40,M,Cocker Spaniel,5
30,M,Flat Coated Retriever,2
30,M,Golden Retriever,5
50,M,Cocker Spaniel,6
50,W,Malteser,5
40,W,Rhodesian Ridgeback,5
60,W,Französische Bulldogge,5
20,W,Französische Bulldogge,5
60,W,Lakeland Terrier,7
40,M,Französische Bulldogge,6
40,M,Labrador Retriever,10
50,W,Griffon,8
40,W,Whippet,5
30,W,Boxer,5
30,W,Yorkshire Terrier,6
30,M,Deutscher Boxer,5
70,W,Chodsky pes,5
40,M,Jack Russel Terrier,9
70,M,King Charles Spaniel,9
20,W,Malteser,5
60,W,Chihuahua,5
40,W,Bolonka Zwetna,5
40,W,Chihuahua,5
20,M,Cocker Spaniel,11
30,W,Französische Bulldogge,5
30,W,Französische Bulldogge,0
20,M,Eurasier,5
40,W,Beagle,5
40,M,Labrador Retriever,7
40,W,Dachshund,8
30,W,Appenzeller Sennenhund,5
40,W,Labrador Retriever,6
50,W,Bichon,5
60,M,Portugiesischer Wasserhund,7
70,W,Französische Bulldogge,5
50,M,Berner Sennenhund,5
70,W,English Cocker Spaniel,6
30,W,Zwergpudel,5
60,W,Pudel,5
40,M,Mops,5
40,W,Pekingese,5
50,W,Jack Russel Terrier,7
50,W,Dachshund,2
30,W,Berner Sennenhund,8
